http://nanocubes.net/nanocube/14/query/region/20/0/0/1048576/1048576,1449092420450_10779416793957352,1449092421988
http://nanocubes.net/nanocube/14/query/region/0/0/0/1/1,1449092420450_10779416793957352,1449092422007
http://nanocubes.net/nanocube/14/query/region/20/0/0/1048576/1048576,1449092420450_10779416793957352,1449092422010
http://nanocubes.net/nanocube/14/query/region/0/0/0/1/1,1449092420450_10779416793957352,1449092422022
http://nanocubes.net/nanocube/14/query/region/0/0/0/1/1/where/hour_of_day=08,1449092420450_10779416793957352,1449092428382
http://nanocubes.net/nanocube/14/query/region/0/0/0/1/1/where/hour_of_day=09,1449092420450_10779416793957352,1449092435965
http://nanocubes.net/nanocube/14/query/region/0/0/0/1/1/where/hour_of_day=14,1449092420450_10779416793957352,1449092440645
http://nanocubes.net/nanocube/14/query/region/0/0/0/1/1/where/hour_of_day=14/tseries/52/42/1,1449092420450_10779416793957352,1449092450886
http://nanocubes.net/nanocube/14/query/region/0/0/0/1/1/tseries/52/42/1,1449092420450_10779416793957352,1449092453278
http://nanocubes.net/nanocube/14/query/region/13/2043/5107/2136/5188/tseries/52/42/1,1449092420450_10779416793957352,1449092489791
http://nanocubes.net/nanocube/14/query/region/13/2204/5036/2410/5186/tseries/52/42/1,1449092420450_10779416793957352,1449092492149
http://nanocubes.net/nanocube/14/query/region/13/2015/5029/2064/5073/tseries/52/42/1,1449092420450_10779416793957352,1449092495901
http://nanocubes.net/nanocube/14/query/region/15/5171/19942/5439/20197/tseries/52/42/1,1449092420450_10779416793957352,1449092502596
http://nanocubes.net/nanocube/14/query/region/15/5531/19604/5710/19747/tseries/52/42/1,1449092420450_10779416793957352,1449092507157
http://nanocubes.net/nanocube/14/query/region/15/5696/19525/5740/19579/tseries/52/42/1,1449092420450_10779416793957352,1449092508382
http://nanocubes.net/nanocube/14/query/region/20/0/0/1048576/1048576,1449092551378_78215866768732670,1449092552829
http://nanocubes.net/nanocube/14/query/region/0/0/0/1/1,1449092551378_78215866768732670,1449092552851
http://nanocubes.net/nanocube/14/query/region/20/0/0/1048576/1048576,1449092551378_78215866768732670,1449092552855
http://nanocubes.net/nanocube/14/query/region/0/0/0/1/1,1449092551378_78215866768732670,1449092552865
http://nanocubes.net/nanocube/14/query/region/undefined/0/0/1/1,1449092558298_13284062757156790,1449092559835
http://nanocubes.net/nanocube/14/query/region/0/0/0/1/1,1449092558298_13284062757156790,1449092559856
http://nanocubes.net/nanocube/14/query/region/20/0/0/1048576/1048576,1449092558298_13284062757156790,1449092559858
http://nanocubes.net/nanocube/14/query/region/0/0/0/1/1,1449092558298_13284062757156790,1449092559867
http://nanocubes.net/nanocube/14/query/region/undefined/0/0/1/1,1449093860529_89587117359042160,1449093862585
http://nanocubes.net/nanocube/14/query/region/0/0/0/1/1,1449093860529_89587117359042160,1449093862673
http://nanocubes.net/nanocube/14/query/region/20/0/0/1048576/1048576,1449093860529_89587117359042160,1449093862678
http://nanocubes.net/nanocube/14/query/region/0/0/0/1/1,1449093860529_89587117359042160,1449093862694
http://nanocubes.net/nanocube/14/query/region/undefined/0/0/1/1,1449150066548_65112916054204104,1449150068023
http://nanocubes.net/nanocube/14/query/region/0/0/0/1/1,1449150066548_65112916054204104,1449150068044
http://nanocubes.net/nanocube/14/query/region/20/0/0/1048576/1048576,1449150066548_65112916054204104,1449150068046
http://nanocubes.net/nanocube/14/query/region/0/0/0/1/1,1449150066548_65112916054204104,1449150068056
http://nanocubes.net/nanocube/14/query/region/20/0/0/1048576/1048576,1449150399854_78593217534944420,1449150401301
