http://nanocubes.net/nanocube/12/query/region/undefined/0/0/1/1,1449092519021_44898036867380140,1449092520436
http://nanocubes.net/nanocube/12/query/region/0/0/0/1/1,1449092519021_44898036867380140,1449092520457
http://nanocubes.net/nanocube/12/query/region/20/0/0/1048576/1048576,1449092519021_44898036867380140,1449092520459
http://nanocubes.net/nanocube/12/query/region/0/0/0/1/1,1449092519021_44898036867380140,1449092520469
http://nanocubes.net/nanocube/12/query/region/20/0/0/1048576/1048576,1449150779586_85259072668850420,1449150780483
http://nanocubes.net/nanocube/12/query/region/0/0/0/1/1,1449150779586_85259072668850420,1449150780502
http://nanocubes.net/nanocube/12/query/region/0/0/0/1/1/where/hour=9,1449150779586_85259072668850420,1449150783514
http://nanocubes.net/nanocube/12/query/region/0/0/0/1/1,1449150779586_85259072668850420,1449150785009
http://nanocubes.net/nanocube/12/query/region/0/0/0/1/1/where/hour=2,1449150779586_85259072668850420,1449150786161
http://nanocubes.net/nanocube/12/query/region/0/0/0/1/1,1449150779586_85259072668850420,1449150787161
http://nanocubes.net/nanocube/12/query/region/9/397/144/536/261,1449150779586_85259072668850420,1449150790690
http://nanocubes.net/nanocube/12/query/region/9/366/236/502/332,1449150779586_85259072668850420,1449150793241
http://nanocubes.net/nanocube/12/query/region/9/226/297/329/398,1449150779586_85259072668850420,1449150795594
http://nanocubes.net/nanocube/12/query/region/9/66/258/189/351,1449150779586_85259072668850420,1449150798297
http://nanocubes.net/nanocube/12/query/region/0/0/0/1/1,1449150779586_85259072668850420,1449150800153
http://nanocubes.net/nanocube/12/query/region/9/52/272/131/357,1449150779586_85259072668850420,1449150804153
http://nanocubes.net/nanocube/12/query/region/9/123/309/190/351,1449150779586_85259072668850420,1449150806953
http://nanocubes.net/nanocube/12/query/region/0/0/0/1/1,1449150779586_85259072668850420,1449150808673
http://nanocubes.net/nanocube/12/query/region/9/225/336/261/357,1449150779586_85259072668850420,1449150809689
http://nanocubes.net/nanocube/12/query/region/0/0/0/1/1,1449150779586_85259072668850420,1449150812313
http://nanocubes.net/nanocube/12/query/region/9/245/320/321/399,1449150779586_85259072668850420,1449150813681
http://nanocubes.net/nanocube/12/query/region/9/43/256/212/370,1449150779586_85259072668850420,1449150815489
http://nanocubes.net/nanocube/12/query/region/0/0/0/1/1,1449150779586_85259072668850420,1449150817729
http://nanocubes.net/nanocube/12/query/region/20/0/0/1048576/1048576,1449188053875_52239351789467040,1449188055233
http://nanocubes.net/nanocube/12/query/region/0/0/0/1/1,1449188053875_52239351789467040,1449188055260
http://nanocubes.net/nanocube/12/query/region/0/0/0/1/1,1449188053875_52239351789467040,1449188197410
http://nanocubes.net/nanocube/12/query/region/0/0/0/1/1,1449188053875_52239351789467040,1449188200405
http://nanocubes.net/nanocube/12/query/region/0/0/0/1/1,1449188053875_52239351789467040,1449188201164
http://nanocubes.net/nanocube/12/query/region/0/0/0/1/1,1449188053875_52239351789467040,1449188201509
http://nanocubes.net/nanocube/12/query/region/0/0/0/1/1,1449188053875_52239351789467040,1449188201868
http://nanocubes.net/nanocube/12/query/region/0/0/0/1/1,1449188053875_52239351789467040,1449188202119
http://nanocubes.net/nanocube/12/query/region/0/0/0/1/1,1449188053875_52239351789467040,1449188202381
http://nanocubes.net/nanocube/12/query/region/0/0/0/1/1,1449188053875_52239351789467040,1449188202643
http://nanocubes.net/nanocube/12/query/region/0/0/0/1/1,1449188053875_52239351789467040,1449188203973
http://nanocubes.net/nanocube/12/query/region/20/0/0/1048576/1048576,1449263619138_70699950936250390,1449263619753
http://nanocubes.net/nanocube/12/query/region/0/0/0/1/1,1449263619138_70699950936250390,1449263619785
http://nanocubes.net/nanocube/12/query/region/20/0/0/1048576/1048576,1449526054492_93397958173028980,1449526055029
http://nanocubes.net/nanocube/12/query/region/0/0/0/1/1,1449526054492_93397958173028980,1449526055053
